headword,CEFR,lemma,pos
waste,B1,waste,NOUN
wasteful,B1,wasteful,PROPN
watch,A1,watch,VERB
watch,A1,watch,VERB
water,A1,water,NOUN
water,B2,water,NOUN
waterfall,B1,waterfall,NOUN
waterproof,B2,waterproof,PROPN
wave,A2,wave,NOUN
wave,B1,wave,NOUN
wax,B1,wax,NOUN
wax,B1,wax,NOUN
way,A1,way,NOUN
we,A1,we,PRON
weak,A2,weak,ADJ
weaken,B2,weaken,VERB
weakly,B2,weakly,ADJ
weakness,B1,weakness,NOUN
wealth,A2,wealth,NOUN
wealthy,B2,wealthy,ADJ
weapon,B1,weapon,NOUN
wear,A1,wear,VERB
wearisome,B2,wearisome,ADJ
weary,B2,weary,ADJ
weather,A1,weather,NOUN
weather forecast,B1,weather,PROPN
weave,B2,weave,VERB
web,A2,web,PROPN
web page,A2,web,NOUN
webcam,B1,webcam,PROPN
website,A2,website,NOUN
wed,B2,we,PRON
wedding,A2,wedding,NOUN
Wednesday,A1,Wednesday,PROPN
weed,B2,weed,NOUN
week,A1,week,NOUN
weekday,A2,weekday,NOUN
weekend,A1,weekend,NOUN
weekly,A2,weekly,PROPN
weekly,A2,weekly,PROPN
weep,A2,weep,VERB
weigh,A2,weigh,VERB
weight,A2,weight,NOUN
weird,B1,weird,ADJ
welcome,B1,welcome,VERB
welcome,A1,welcome,VERB
welcome,B2,welcome,VERB
welcome,A1,welcome,VERB
welfare,B2,welfare,NOUN
well,A1,well,ADV
well,A1,well,ADV
well-balanced,B2,well,ADV
well-built,B2,well,ADV
well-dressed,B1,well,ADV
well-known,A2,well,ADV
well-organized/well-organised,B2,well,ADV
well-paid,B2,well,ADV
were,A1,be,AUX
west,A2,west,PROPN
west,A2,west,PROPN
west,A2,west,PROPN
western,B2,western,ADJ
westward,B1,westward,ADV
wet,A2,wet,PROPN
wetland,B1,wetland,PROPN
whale,B1,whale,NOUN
what,A1,what,PRON
what,A1,what,PRON
whatever,A2,whatever,PRON
whatever,B1,whatever,PRON
wheat,B2,wheat,NOUN
wheel,A1,wheel,NOUN
wheelchair,A2,wheelchair,PROPN
when,A1,when,SCONJ
when,A1,when,SCONJ
whenever,B1,whenever,SCONJ
whenever,B1,whenever,SCONJ
where,A1,where,SCONJ
where,A1,where,SCONJ
whereas,B2,whereas,SCONJ
wherever,B1,wherever,SCONJ
whether,B1,whether,SCONJ
which,A1,which,PRON
which,A1,which,PRON
whichever,B1,whichever,PRON
whichever,B2,whichever,PRON
while,A2,while,SCONJ
while,B1,while,SCONJ
whip,B2,whip,NOUN
whiskey/whisky,B2,whiskey,NOUN
whisper,B1,whisper,NOUN
whisper,B2,whisper,NOUN
whistle,B1,whistle,ADJ
whistle,B2,whistle,ADJ
white,A1,white,ADJ
white,A1,white,ADJ
who,A1,who,PRON
whoever,B1,whoever,PRON
whole,A2,whole,ADJ
whole,B1,whole,ADJ
whom,A2,whom,PRON
whose,A1,whose,DET
whose,A1,whose,DET
why,A1,why,SCONJ
wide,A2,wide,ADV
wide,A2,wide,ADV
widely,A2,widely,ADV
widen,B2,widen,PROPN
widespread,B1,widespread,ADJ
widow,B2,widow,NOUN
width,B2,width,NOUN
wife,A1,wife,NOUN
wild,A2,wild,ADJ
wilderness,B2,wilderness,NOUN
wildlife,B1,wildlife,NOUN
wildly,B1,wildly,ADV
will,A1,will,AUX
will,B2,will,AUX
willing,B2,willing,ADJ
willingly,B2,willingly,ADV
willingness,B1,willingness,NOUN
win,B2,win,VERB
win,A1,win,VERB
wind,A1,wind,NOUN
wind,B2,wind,NOUN
winding,B2,wind,VERB
window,A1,window,NOUN
windscreen,B1,windscreen,ADV
windshield,B2,windshield,NOUN
windsurfing,B1,windsurfing,NOUN
windy,A2,windy,ADJ
wine,A2,wine,NOUN
wing,B1,wing,NOUN
wink,B2,wink,PROPN
winner,A2,winner,NOUN
winter,A1,winter,NOUN
wipe,B2,wipe,VERB
wire,B1,wire,NOUN
wire,B2,wire,NOUN
wisdom,A2,wisdom,NOUN
wise,A2,wise,ADJ
wish,A1,wish,VERB
wish,A2,wish,VERB
wit,B2,wit,NOUN
with,A1,with,ADP
withdraw,B2,withdraw,VERB
withdrawal,B2,withdrawal,PROPN
wither,B1,wither,PROPN
within,A2,within,ADP
without,A2,without,ADP
witness,B2,witness,NOUN
witness,B1,witness,NOUN
witty,B2,witty,PROPN
wizard,B1,wizard,NOUN
wolf,B2,wolf,PROPN
woman,A1,woman,NOUN
wonder,B1,wonder,NOUN
wonder,A2,wonder,NOUN
wonderful,A1,wonderful,ADJ
wondrous,B2,wondrous,ADJ
wood,A2,wood,NOUN
woodcarving,B2,woodcarve,VERB
wooden,A2,wooden,ADJ
wool,A2,wool,NOUN
word,A1,word,NOUN
wordlessly,B2,wordlessly,ADV
work,A1,work,VERB
work,A1,work,VERB
workaholic,B2,workaholic,NOUN
workbench,B2,workbench,NOUN
worker,A1,worker,NOUN
working,B1,work,VERB
workman,B2,workman,PROPN
workout,B1,workout,NOUN
workplace,B1,workplace,NOUN
workshop,B1,workshop,NOUN
worktable,B2,worktable,ADJ
world,A1,world,NOUN
worldly,B2,worldly,ADV
worldview,B2,worldview,PROPN
worldwide,B2,worldwide,ADV
worldwide,A2,worldwide,ADV
worm,B2,worm,NOUN
worn,B1,wear,VERB
wornout/worn out/worn-out,B2,wornout,NOUN
worried,A2,worry,VERB
worry,A1,worry,VERB
worry,A2,worry,VERB
worrying,B2,worry,VERB
worse,A2,bad,ADJ
worse,A2,bad,ADJ
worse,B2,bad,ADJ
worsen,B2,worsen,VERB
worship,B2,worship,VERB
worst,A2,worst,ADV
worst,B2,worst,ADV
worst,B1,worst,ADV
worth,B1,worth,ADJ
worthless,B2,worthless,ADJ
worthwhile,B1,worthwhile,ADJ
worthy,B1,worthy,ADJ
would,A1,would,AUX
wound,B1,wound,VERB
wound,B2,wound,VERB
wrap,B1,wrap,NOUN
wrap,B1,wrap,NOUN
wrapping,B1,wrap,VERB
wreck,B2,wreck,NOUN
wrist,B1,wrist,NOUN
wristwatch,B1,wristwatch,PROPN
write,A1,write,VERB
writer,A1,writer,NOUN
writing,A2,write,VERB
written,B1,write,VERB
wrong,A1,wrong,ADJ
wrong,A2,wrong,ADJ
wrongly,B2,wrongly,ADV
X-ray,B2,X,NOUN
yacht,B2,yacht,NOUN
yard,A1,yard,NOUN
yawn,B2,yawn,NOUN
yawn,B2,yawn,NOUN
yeah,A2,yeah,INTJ
year,A1,year,NOUN
yearn,B2,yearn,VERB
yell,B1,yell,VERB
yell,B2,yell,VERB
yellow,A1,yellow,ADJ
yellow,A1,yellow,ADJ
yes,A1,yes,INTJ
yesterday,A1,yesterday,NOUN
yet,A1,yet,ADV
yet,B1,yet,ADV
yield,B2,yield,NOUN
yoga,B1,yoga,NOUN
yogurt/yoghurt,A1,yogurt,PROPN
you,A1,you,PRON
young,A1,young,ADJ
your,A1,your,PRON
yours,A1,your,NOUN
yourself,A1,yourself,PRON
youth,A2,youth,NOUN
youthful,B2,youthful,ADJ
yummy,B2,yummy,ADJ
zebra,B2,zebra,NOUN
zip,B2,zip,PROPN
zone,A2,zone,NOUN
zoo,A1,zoo,PROPN
zoom,B2,zoom,VERB
exterior,C1,exterior,NOUN
cloak,C1,cloak,VERB
timid,C1,timid,VERB
reluctantly,C1,reluctantly,ADV
complexity,C1,complexity,NOUN
concur,C1,concur,NOUN
avid,C1,avid,PROPN
marvel,C1,marvel,NOUN
wing,C1,wing,NOUN
enviable,C1,enviable,ADJ
organizational,C1,organizational,ADJ
psychiatrist,C1,psychiatrist,PROPN
psychiatric,C1,psychiatric,PROPN
clinical,C1,clinical,ADJ
corps,C1,corps,PROPN
forensic,C1,forensic,ADJ
juvenile,C1,juvenile,ADJ
juvenile,C1,juvenile,ADJ
jurisdiction,C1,jurisdiction,PROPN
accustomed,C1,accustom,VERB
trauma,C1,trauma,VERB
traumatic,C1,traumatic,ADJ
constraint,C1,constraint,NOUN
revealing,C1,reveal,VERB
eccentric,C1,eccentric,ADJ
sanctity,C1,sanctity,NOUN
conform,C1,conform,VERB
norms,C1,norm,NOUN
quirk,C1,quirk,PROPN
oddity,C1,oddity,NOUN
compel,C1,compel,VERB
compulsion,C1,compulsion,NOUN
conceive,C1,conceive,VERB
conceivable,C1,conceivable,ADJ
assertion,C1,assertion,NOUN
individuality,C1,individuality,NOUN
psyche,C1,psyche,NOUN
conformity,C1,conformity,NOUN
unconventional,C1,unconventional,ADJ
congregate,C1,congregate,NOUN
rally,C1,rally,NOUN
resent,C1,resent,VERB
self-conscious,C1,self,NOUN
wary,C1,wary,ADJ
stoke,C1,stoke,PROPN
dynamically,C1,dynamically,ADV
hostess,C1,hostess,PROPN
perpetuate,C1,perpetuate,NOUN
naturalness,C1,naturalness,NOUN
exhibitionist,C1,exhibitionist,NOUN
isolate,C1,isolate,VERB
isolated,C1,isolate,VERB
humble,C1,humble,ADJ
humble,C1,humble,ADJ
refreshingly,C1,refreshingly,ADV
effortless,C1,effortless,NOUN
vegetation,C1,vegetation,NOUN
brief,C1,brief,ADJ
respite,C1,respite,NOUN
suffice,C1,suffice,VERB
purity,C1,purity,NOUN
gruelling,C1,gruelle,VERB
cast,C1,cast,VERB
cast,C1,cast,VERB
cast,C1,cast,VERB
comprise,C1,comprise,VERB
plaster,C1,plaster,NOUN
plaster,C1,plaster,NOUN
darkroom,C1,darkroom,NOUN
induct,C1,induct,VERB
induction,C1,induction,NOUN
stock,C1,stock,NOUN
fossil,C1,fossil,NOUN
geological,C1,geological,ADJ
geologically,C1,geologically,ADV
house,C1,house,PROPN
specimen,C1,speciman,NOUN
enormously,C1,enormously,ADV
gem,C1,gem,PROPN
explanatory,C1,explanatory,ADJ
vertical,C1,vertical,PROPN
knowledgeable,C1,knowledgeable,ADJ
ordinarily,C1,ordinarily,ADV
hanging,C1,hang,VERB
hanging,C1,hang,VERB
tomb,C1,tomb,PROPN
formulate,C1,formulate,VERB
resin,C1,resin,NOUN
sacrifice,C1,sacrifice,NOUN
sacrifice,C1,sacrifice,NOUN
cleanly,C1,cleanly,ADV
endorsement,C1,endorsement,NOUN
stretching,C1,stretch,VERB
continuity,C1,continuity,NOUN
shambles,C1,shamble,NOUN
claustrophobic,C1,claustrophobic,NOUN
claustrophobia,C1,claustrophobia,PROPN
headstrong,C1,headstrong,PROPN
tact,C1,tact,NOUN
tactful,C1,tactful,ADJ
tactfully,C1,tactfully,ADV
blister,C1,blister,PROPN
blister,C1,blister,PROPN
sponsorship,C1,sponsorship,NOUN
ego,C1,ego,PROPN
class,C1,class,NOUN
saloon,C1,saloon,VERB
lap,C1,lap,NOUN
beforehand,C1,beforehand,ADV
slob,C1,slob,NOUN
coverage,C1,coverage,NOUN
unplug,C1,unplug,PROPN
gadget,C1,gadget,NOUN
rediscover,C1,rediscover,PROPN
subtly,C1,subtly,ADV
brainwash,C1,brainwash,PROPN
brainwashing,C1,brainwash,VERB
implicate,C1,implicate,PROPN
craft,C1,craft,VERB
malfunction,C1,malfunction,NOUN
dependent,C1,dependent,ADJ
wayside,C1,wayside,ADV
expire,C1,expire,VERB
con,C1,con,PROPN
con,C1,con,PROPN
puzzle,C1,puzzle,NOUN
damply,C1,damply,ADV
ghostly,C1,ghostly,ADV
carrier,C1,carrier,NOUN
washtub,C1,washtub,NOUN
apt,C1,apt,ADJ
apt to,C1,apt,ADJ
portable,C1,portable,ADJ
portable,C1,portable,ADJ
ornamental,C1,ornamental,PROPN
placid,C1,placid,ADJ
placidly,C1,placidly,ADV
unmanageable,C1,unmanageable,ADJ
appliance,C1,appliance,NOUN
relinquish,C1,relinquish,PROPN
tedious,C1,tedious,ADJ
tedium,C1,tedium,VERB
exert,C1,exert,PROPN
extortion,C1,extortion,NOUN
alleviate,C1,alleviate,VERB
elaborate,C1,elaborate,VERB
elaborate,C1,elaborate,VERB
elaboration,C1,elaboration,NOUN
detest,C1,detest,ADV
detestable,C1,detestable,ADJ
suds,C1,sud,NOUN
agreeable,C1,agreeable,ADJ
prowl,C1,prowl,VERB
speculate,C1,speculate,VERB
speculation,C1,speculation,NOUN
speculative,C1,speculative,ADJ
peacock,C1,peacock,NOUN
disdain,C1,disdain,NOUN
reenact,C1,reenact,VERB
torment,C1,torment,NOUN
torment,C1,torment,NOUN
extravagance,C1,extravagance,NOUN
exploit,C1,exploit,VERB
exploitation,C1,exploitation,NOUN
mechanism,C1,mechanism,NOUN
hence,C1,hence,ADV
offspring,C1,offspring,NOUN
implicate,C1,implicate,PROPN
fit,C1,fit,ADJ
oblige,C1,oblige,VERB
drive,C1,drive,VERB
drive,C1,drive,VERB
collaborate,C1,collaborate,VERB
collaborator,C1,collaborator,NOUN
collaboration,C1,collaboration,NOUN
collaborative,C1,collaborative,PROPN
showy,C1,showy,PROPN
wrangle,C1,wrangle,PROPN
premise,C1,premise,NOUN
advantageous,C1,advantageous,ADJ
parasite,C1,parasite,VERB
fanciful,C1,fanciful,ADJ
poise,C1,poise,NOUN
customary,C1,customary,ADJ
insightful,C1,insightful,ADJ
notable,C1,notable,ADJ
vicious,C1,vicious,ADJ
viciously,C1,viciously,ADV
pupil,C1,pupil,NOUN
withdrawn,C1,withdraw,VERB
withdrawal,C1,withdrawal,PROPN
torturous,C1,torturous,ADJ
depict,C1,depict,NOUN
depiction,C1,depiction,NOUN
upheaval,C1,upheaval,PROPN
shortlist,C1,shortlist,PROPN
shortlist,C1,shortlist,PROPN
uneventful,C1,uneventful,ADJ
pertinent,C1,pertinent,ADJ
pertain to,C1,pertain,VERB
daydream,C1,daydream,NOUN
daydream,C1,daydream,NOUN
protagonist,C1,protagonist,NOUN
simplicity,C1,simplicity,NOUN
blockbuster,C1,blockbuster,NOUN
resonate,C1,resonate,VERB
sequel,C1,sequel,NOUN
irony,C1,irony,NOUN
acidic,C1,acidic,ADJ
align,C1,align,NOUN
alignment,C1,alignment,NOUN
manipulation,C1,manipulation,NOUN
suitor,C1,suitor,NOUN
deceit,C1,deceit,PROPN
alienate,C1,alienate,ADV
persuasively,C1,persuasively,ADV
compel,C1,compel,VERB
confinement,C1,confinement,NOUN
minutiae,C1,minutia,NOUN
peasant,C1,peasant,NOUN
inexplicable,C1,inexplicable,ADJ
inexplicably,C1,inexplicably,ADV
pigeon,C1,pigeon,NOUN
harass,C1,harass,NOUN
harassment,C1,harassment,PROPN
believably,C1,believably,ADV
readable,C1,readable,ADJ
cleverness,C1,cleverness,ADJ
persecute,C1,persecute,VERB
persecution,C1,persecution,NOUN
smug,C1,smug,NOUN
smugly,C1,smugly,ADV
ferocious,C1,ferocious,ADJ
ferociously,C1,ferociously,ADV
hostile,C1,hostile,ADJ
hostility,C1,hostility,NOUN
dismay,C1,dismay,VERB
dismay,C1,dismay,VERB
methodical,C1,methodical,ADJ
ruthless,C1,ruthless,ADV
ruthlessness,C1,ruthlessness,VERB
talkative,C1,talkative,VERB
awe,C1,awe,PROPN
clan,C1,clan,PROPN
privileged,C1,privilege,VERB
crumble,C1,crumble,VERB
crumb,C1,crumb,NOUN
pace,C1,pace,NOUN
closeness,C1,closeness,NOUN
rarity,C1,rarity,NOUN
evoke,C1,evoke,VERB
repel,C1,repel,NOUN
repellant,C1,repellant,VERB
repellant,C1,repellant,VERB
aqua,C1,aqua,PROPN
aquarium,C1,aquarium,NOUN
insightful,C1,insightful,ADJ
insightfully,C1,insightfully,ADV
flashback,C1,flashback,NOUN
self-worth,C1,self,NOUN
agonize,C1,agonize,VERB
cite,C1,cite,VERB
citation,C1,citation,NOUN
recite,C1,recite,VERB
ecstasy,C1,ecstasy,NOUN
ecstatic,C1,ecstatic,ADJ
ecstatically,C1,ecstatically,ADV
pleasurable,C1,pleasurable,ADJ
nature,C1,nature,NOUN
substantially,C1,substantially,ADV
favorably/favourably,C1,favorably,ADV
diversity,C1,diversity,NOUN
elitist,C1,elitist,PROPN
grumble,C1,grumble,ADJ
rumble,C1,rumble,VERB
rumble,C1,rumble,VERB
neglectful,C1,neglectful,ADJ
roundup,C1,roundup,NOUN
conscientious,C1,conscientious,ADJ
conscientiously,C1,conscientiously,ADV
indefinite,C1,indefinite,ADJ
indefinitely,C1,indefinitely,ADV
atmospheric,C1,atmospheric,PROPN
fuse,C1,fuse,NOUN
fusion,C1,fusion,NOUN
robust,C1,robust,ADJ
robustly,C1,robustly,ADV
dismal,C1,dismal,ADJ
dismally,C1,dismally,ADV
crave,C1,crave,NOUN
craving,C1,crave,VERB
prospective,C1,prospective,ADJ
swap,C1,swap,VERB
remotely,C1,remotely,ADV
splatter,C1,splatter,VERB
automatic,C1,automatic,ADJ
automatically,C1,automatically,ADV
exhaust,C1,exhaust,NOUN
violet,C1,violet,NOUN
bubbly,C1,bubbly,ADV
chaotically,C1,chaotically,ADV
apprehensive,C1,apprehensive,VERB
settee,C1,settee,NOUN
trampoline,C1,trampoline,PROPN
stamina,C1,stamina,PROPN
ploy,C1,ploy,VERB
dither,C1,dither,PROPN
overalls,C1,overall,NOUN
unison,C1,unison,PROPN
snail,C1,snail,NOUN
bliss,C1,bliss,PROPN
inexhaustible,C1,inexhaustible,ADJ
acre,C1,acre,PROPN
calf,C1,calf,NOUN
heifer,C1,heifer,NOUN
ewe,C1,ewe,PROPN
adversary,C1,adversary,NOUN
victorious,C1,victorious,ADJ
victoriously,C1,victoriously,ADV
profound,C1,profound,ADJ
profoundly,C1,profoundly,ADV
baldly,C1,baldly,ADV
bald,C1,bald,ADJ
bearded,C1,beard,VERB
professionalism,C1,professionalism,NOUN
artistically,C1,artistically,ADV
popularization,C1,popularization,NOUN
pendulum,C1,pendulum,NOUN
predecessor,C1,predecessor,PROPN
boast,C1,boast,NOUN
lapse,C1,lapse,PROPN
ceaseless,C1,ceaseless,NOUN
ceaselessly,C1,ceaselessly,ADV
climax,C1,climax,PROPN
climactic,C1,climactic,PROPN
anticlimactic,C1,anticlimactic,ADJ
scramble,C1,scramble,VERB
forfeit,C1,forfeit,PROPN
twitch,C1,twitch,VERB
twitch,C1,twitch,VERB
intellect,C1,intellect,NOUN
descent,C1,descent,NOUN
shed,C1,shed,VERB
exodus,C1,exodus,NOUN
immortalize,C1,immortalize,VERB
genome,C1,genome,VERB
fraction,C1,fraction,NOUN
faction,C1,faction,NOUN
physique,C1,physique,NOUN
utensil,C1,utensil,PROPN
otter,C1,otter,PROPN
clammy,C1,clammy,NOUN
absolute,C1,absolute,VERB
dispense,C1,dispense,NOUN
dispensable,C1,dispensable,ADJ
dispensary,C1,dispensary,NOUN
indispensable,C1,indispensable,ADJ
diverge,C1,diverge,VERB
divergence,C1,divergence,NOUN
divergent,C1,divergent,ADJ
burst,C1,burst,VERB
superficial,C1,superficial,ADJ
superficially,C1,superficially,ADV
aesthetic,C1,aesthetic,ADJ
aesthetically,C1,aesthetically,ADV
scrutinize/scrutinise,C1,scrutinize,NOUN
scrutiny,C1,scrutiny,NOUN
quip,C1,quip,VERB
quip,C1,quip,VERB
woo,C1,woo,NOUN
criteria,C1,criterion,NOUN
plausible,C1,plausible,ADJ
plausibility,C1,plausibility,NOUN
plausibly,C1,plausibly,ADV
instinctive,C1,instinctive,ADJ
instinctively,C1,instinctively,ADV
stylistic,C1,stylistic,PROPN
stylistically,C1,stylistically,ADV
inheritance,C1,inheritance,NOUN
inherent,C1,inherent,ADJ
inherently,C1,inherently,ADV
tune,C1,tune,NOUN
spontaneous,C1,spontaneous,ADJ
spontaneously,C1,spontaneously,ADV
honk,C1,honk,VERB
honk,C1,honk,VERB
goose,C1,goose,NOUN
innovate,C1,innovate,VERB
innovation,C1,innovation,NOUN
innovative,C1,innovative,ADJ
connoisseur,C1,connoisseur,PROPN
abstraction,C1,abstraction,NOUN
tantrum,C1,tantrum,NOUN
institute,C1,institute,PROPN
discard,C1,discard,PROPN
fatality,C1,fatality,NOUN
angle,C1,angle,PROPN
stiffen,C1,stiffen,PROPN
wooded,C1,woode,VERB
hostile,C1,hostile,ADJ
hostility,C1,hostility,NOUN
flatter,C1,flatter,VERB
flattery,C1,flattery,NOUN
aimless,C1,aimless,PROPN
aimlessly,C1,aimlessly,ADV
meaningless,C1,meaningless,ADJ
meaninglessly,C1,meaninglessly,ADV
candid,C1,candid,VERB
candidly,C1,candidly,ADV
vitality,C1,vitality,NOUN
provoke,C1,provoke,VERB
provocative,C1,provocative,ADJ
provocatively,C1,provocatively,ADV
clench,C1,clench,NOUN
haggle,C1,haggle,PROPN
scorn,C1,scorn,ADJ
scornful,C1,scornful,ADJ
scornfully,C1,scornfully,ADV
animatedly,C1,animatedly,ADV
obscure,C1,obscure,ADJ
obscure,C1,obscure,ADJ
obscurely,C1,obscurely,ADV
elevate,C1,elevate,NOUN
elevation,C1,elevation,NOUN
pose,C1,pose,VERB
tedious,C1,tedious,ADJ
tediously,C1,tediously,ADV
succession,C1,succession,NOUN
formality,C1,formality,NOUN
jog,C1,jog,PROPN
mountaineer,C1,mountaineer,NOUN
pioneer,C1,pioneer,NOUN
pioneer,C1,pioneer,NOUN
quest,C1,quest,VERB
transatlantic,C1,transatlantic,ADJ
rudiments,C1,rudiment,NOUN
rudimentary,C1,rudimentary,ADJ
paddle,C1,paddle,NOUN
immense,C1,immense,NOUN
immensely,C1,immensely,ADV
advisory,C1,advisory,NOUN
trying,C1,try,VERB
adrenaline,C1,adrenaline,NOUN
tinker,C1,tinker,PROPN
tinker,C1,tinker,PROPN
lavatory,C1,lavatory,PROPN
expedition,C1,expedition,NOUN
pinnacle,C1,pinnacle,PROPN
insecure,C1,insecure,VERB
insecurely,C1,insecurely,ADV
reassure,C1,reassure,NOUN
reassurance,C1,reassurance,NOUN
insensitive,C1,insensitive,ADJ
insensitively,C1,insensitively,ADV
profess,C1,profess,ADJ
drawback,C1,drawback,NOUN
resort,C1,resort,NOUN
resort,C1,resort,NOUN
oversee,C1,oversee,NOUN
overseer,C1,overseer,VERB
estimation,C1,estimation,NOUN
commission,C1,commission,PROPN
commission,C1,commission,PROPN
liaison,C1,liaison,NOUN
stressfully,C1,stressfully,ADV
loom,C1,loom,ADJ
notwithstanding,C1,notwithstanding,ADP
structurally,C1,structurally,ADV
structural,C1,structural,ADJ
chauffer,C1,chauffer,PROPN
chauffer,C1,chauffer,PROPN
sedentary,C1,sedentary,ADJ
rapport,C1,rapport,NOUN
landscape,C1,landscape,NOUN
consultation,C1,consultation,NOUN
consultancy,C1,consultancy,NOUN
bloom,C1,bloom,VERB
engineer,C1,engineer,NOUN
retention,C1,retention,NOUN
quarry,C1,quarry,NOUN
specification,C1,specification,NOUN
contract,C1,contract,NOUN
contract,C1,contract,NOUN
contractor,C1,contractor,NOUN
query,C1,query,NOUN
possessor,C1,possessor,PROPN
chill,C1,chill,NOUN
chill,C1,chill,NOUN
chilly,C1,chilly,ADV
frost,C1,frost,NOUN
frosty,C1,frosty,PROPN
frostily,C1,frostily,ADV
man,C1,man,NOUN
unmanned,C1,unmanned,ADJ
impersonal,C1,impersonal,ADJ
impersonally,C1,impersonally,ADV
impersonate,C1,impersonate,VERB
impersonator,C1,impersonator,NOUN
impersonation,C1,impersonation,NOUN
buzzer,C1,buzzer,NOUN
desert,C1,desert,PROPN
desertion,C1,desertion,NOUN
unoccupied,C1,unoccupied,ADJ
stuffy,C1,stuffy,PROPN
stuffily,C1,stuffily,ADV
stuffiness,C1,stuffiness,ADJ
gape,C1,gape,PROPN
gape,C1,gape,PROPN
repute,C1,repute,NOUN
toughness,C1,toughness,NOUN
recall,C1,recall,VERB
recollection,C1,recollection,NOUN
plumbing,C1,plumbing,NOUN
usher,C1,usher,ADJ
glum,C1,glum,NOUN
glumly,C1,glumly,ADV
gamely,C1,gamely,ADV
dissect,C1,dissect,VERB
dissection,C1,dissection,NOUN
commend,C1,commend,VERB
commendation,C1,commendation,NOUN
thereby,C1,thereby,ADV
flick,C1,flick,NOUN
flicker,C1,flicker,ADJ
unenviable,C1,unenviable,ADJ
unenviably,C1,unenviably,ADV
voice,C1,voice,NOUN
tread,C1,tread,PROPN
allege,C1,allege,NOUN
allegation,C1,allegation,NOUN
bribe,C1,bribe,VERB
bribe,C1,bribe,VERB
bribery,C1,bribery,PROPN
inclusion,C1,inclusion,NOUN
inclusive,C1,inclusive,NOUN
inclusively,C1,inclusively,ADV
unconvincing,C1,unconvincing,ADJ
unconvincingly,C1,unconvincingly,ADV
recharge,C1,recharge,VERB
facilitation,C1,facilitation,NOUN
condition,C1,condition,NOUN
conditional,C1,conditional,ADJ
conditionally,C1,conditionally,ADV
tone,C1,tone,PROPN
align,C1,align,NOUN
alignment,C1,alignment,NOUN
supple,C1,supple,ADJ
manicure,C1,manicure,NOUN
manicure,C1,manicure,NOUN
pedicure,C1,pedicure,NOUN
facial,C1,facial,ADJ
facial,C1,facial,ADJ
bouquet,C1,bouquet,PROPN
refurbish,C1,refurbish,VERB
refurbishment,C1,refurbishment,NOUN
grounds,C1,ground,NOUN
grounds,C1,ground,NOUN
grounds,C1,ground,NOUN
ground,C1,ground,NOUN
lethargy,C1,lethargy,NOUN
lethargic,C1,lethargic,ADJ
lethargically,C1,lethargically,ADV
stately,C1,stately,ADJ
conserve,C1,conserve,VERB
conservatory,C1,conservatory,NOUN
disquieting,C1,disquiet,VERB
fiercely,C1,fiercely,ADV
grapefruit,C1,grapefruit,NOUN
exotic,C1,exotic,ADJ
exotically,C1,exotically,ADV
flask,C1,flask,PROPN
spacious,C1,spacious,ADJ
gourmet,C1,gourmet,NOUN
gourmet,C1,gourmet,NOUN
rich,C1,rich,ADJ
conjure,C1,conjure,NOUN
creamy,C1,creamy,PROPN
sauna,C1,sauna,VERB
remedial,C1,remedial,NOUN
posture,C1,posture,NOUN
sedate,C1,sedate,VERB
sedately,C1,sedately,ADV
sedate,C1,sedate,VERB
clutch,C1,clutch,VERB
clutch,C1,clutch,VERB
stagger,C1,stagger,NOUN
staggering,C1,staggering,ADJ
dutiful,C1,dutiful,ADJ
dutifully,C1,dutifully,ADV
calorie,C1,calorie,NOUN
firm,C1,firm,NOUN
fabulously,C1,fabulously,ADV
premise,C1,premise,NOUN
premises,C1,premise,VERB
eclectic,C1,eclectic,ADJ
eclectic,C1,eclectic,ADJ
eclectically,C1,eclectically,ADV
revere,C1,revere,VERB
harbor/harbour,C1,harbor,PROPN
recognizable/recognisable,C1,recognizable,ADJ
recognizably/recognisably,C1,recognizably,ADV
batter,C1,batter,NOUN
battery,C1,battery,NOUN
batter,C1,batter,NOUN
batter,C1,batter,NOUN
unreliably,C1,unreliably,ADV
waterfront,C1,waterfront,PROPN
amply,C1,amply,ADV
amplification,C1,amplification,NOUN
battered,C1,batter,VERB
battered,C1,batter,VERB
comply,C1,comply,ADV
compliance,C1,compliance,NOUN
compliant,C1,compliant,VERB
compliantly,C1,compliantly,ADV
blankness,C1,blankness,PROPN
exuberant,C1,exuberant,ADJ
exuberance,C1,exuberance,NOUN
exuberantly,C1,exuberantly,ADV
linear,C1,linear,NOUN
linearly,C1,linearly,ADV
flourish,C1,flourish,NOUN
flourish,C1,flourish,NOUN
anchor,C1,anchor,NOUN
anchored,C1,anchor,VERB
domination,C1,domination,NOUN
dominant,C1,dominant,ADJ
dominantly,C1,dominantly,ADV
interject,C1,interject,VERB
interjection,C1,interjection,NOUN
gush,C1,gush,PROPN
gushing,C1,gush,VERB
gush,C1,gush,PROPN
gushingly,C1,gushingly,ADV
voracious,C1,voracious,ADJ
voraciously,C1,voraciously,ADV
sketchbook,C1,sketchbook,NOUN
sketch,C1,sketch,VERB
prop,C1,prop,ADJ
prop,C1,prop,ADJ
imp,C1,imp,VERB
impish,C1,impish,VERB
impishly,C1,impishly,ADV
wicked,C1,wicked,ADJ
wickedly,C1,wickedly,ADV
macabre,C1,macabre,NOUN
gusto,C1,gusto,PROPN
tantamount,C1,tantamount,VERB
